event_id,customer_id,event_type,event_timestamp
6017,1185,add_to_cart,2026-04-14 11:28:32
6018,5423,view,2026-04-14 11:30:18
6019,2846,view,2026-04-14 11:30:56
6020,7958,click,2026-04-14 11:32:09
6021,9527,view,2026-04-14 11:27:42
6022,5754,purchase,2026-04-14 11:30:39
6023,8233,add_to_cart,2026-04-14 11:30:46
6024,3340,purchase,2026-04-14 11:29:49
6025,2649,add_to_cart,2026-04-14 11:31:13
6026,9202,click,2026-04-14 11:29:06
6027,28,add_to_cart,2026-04-14 11:31:39
6028,9377,add_to_cart,2026-04-14 11:27:18
6029,3538,purchase,2026-04-14 11:31:40
6030,7559,add_to_cart,2026-04-14 11:29:29
6031,7858,purchase,2026-04-14 11:28:28
6032,7358,add_to_cart,2026-04-14 11:27:26
6033,4014,add_to_cart,2026-04-14 11:29:11
6034,925,purchase,2026-04-14 11:30:02
6035,467,purchase,2026-04-14 11:27:23
6036,502,add_to_cart,2026-04-14 11:28:00
6037,7813,click,2026-04-14 11:29:04
6038,8409,view,2026-04-14 11:29:17
6039,7404,view,2026-04-14 11:30:12
6040,3585,click,2026-04-14 11:29:59
6041,8155,add_to_cart,2026-04-14 11:29:57
6042,8749,view,2026-04-14 11:30:51
6043,7478,add_to_cart,2026-04-14 11:31:35
6044,9855,click,2026-04-14 11:31:55
6045,8920,add_to_cart,2026-04-14 11:27:09
6046,5557,click,2026-04-14 11:29:01
6047,7972,view,2026-04-14 11:30:41
6048,5759,view,2026-04-14 11:27:22
6049,6060,view,2026-04-14 11:28:54
6050,1731,add_to_cart,2026-04-14 11:27:28
6051,1008,view,2026-04-14 11:27:28
6052,2429,click,2026-04-14 11:28:19
6053,1978,click,2026-04-14 11:32:15
6054,5141,add_to_cart,2026-04-14 11:29:30
6055,3160,purchase,2026-04-14 11:26:47
6056,7285,view,2026-04-14 11:28:11
6057,4045,view,2026-04-14 11:28:48
6058,8124,view,2026-04-14 11:27:14
6059,8773,view,2026-04-14 11:32:38
6060,1625,click,2026-04-14 11:30:24
6061,2426,add_to_cart,2026-04-14 11:26:46
6062,4323,view,2026-04-14 11:32:15
6063,9350,view,2026-04-14 11:29:45
6064,1890,purchase,2026-04-14 11:31:49
6065,3141,view,2026-04-14 11:27:02
6066,2498,purchase,2026-04-14 11:26:44
6067,1552,view,2026-04-14 11:29:12
6068,6853,click,2026-04-14 11:29:31
6069,1936,purchase,2026-04-14 11:31:10
6070,7743,view,2026-04-14 11:27:30
6071,4028,click,2026-04-14 11:31:01
6072,3722,click,2026-04-14 11:30:30
6073,8397,click,2026-04-14 11:28:05
6074,516,purchase,2026-04-14 11:27:59
6075,4611,view,2026-04-14 11:28:20
6076,6977,click,2026-04-14 11:30:52
6077,9194,click,2026-04-14 11:32:30
6078,9987,click,2026-04-14 11:29:10
6079,6262,click,2026-04-14 11:27:18
6080,3958,add_to_cart,2026-04-14 11:30:35
6081,6236,click,2026-04-14 11:27:22
6082,2601,view,2026-04-14 11:27:27
6083,4372,add_to_cart,2026-04-14 11:30:55
6084,3752,view,2026-04-14 11:30:05
6085,4540,add_to_cart,2026-04-14 11:29:44
6086,4916,click,2026-04-14 11:30:03
6087,5206,click,2026-04-14 11:30:39
6088,1843,view,2026-04-14 11:31:43
6089,4561,view,2026-04-14 11:28:52
6090,1221,click,2026-04-14 11:28:43
6091,2434,view,2026-04-14 11:28:50
6092,8300,click,2026-04-14 11:29:56
6093,1314,click,2026-04-14 11:32:40
6094,8782,add_to_cart,2026-04-14 11:32:07
6095,5136,click,2026-04-14 11:29:35
6096,8029,purchase,2026-04-14 11:28:12
6097,3704,view,2026-04-14 11:32:21
6098,5771,purchase,2026-04-14 11:29:16
6099,6269,click,2026-04-14 11:29:35
6100,7496,click,2026-04-14 11:32:13
6101,2240,click,2026-04-14 11:30:44
6102,9787,view,2026-04-14 11:30:59
6103,8002,view,2026-04-14 11:27:18
6104,9910,view,2026-04-14 11:28:27
6105,6728,click,2026-04-14 11:28:25
6106,7910,add_to_cart,2026-04-14 11:27:07
6107,5871,purchase,2026-04-14 11:28:03
6108,9864,click,2026-04-14 11:26:59
6109,7959,click,2026-04-14 11:29:56
6110,4726,view,2026-04-14 11:27:54
6111,8014,view,2026-04-14 11:28:00
6112,2366,purchase,2026-04-14 11:32:36
6113,2810,purchase,2026-04-14 11:28:14
6114,7083,add_to_cart,2026-04-14 11:29:51
6115,1445,click,2026-04-14 11:32:41
6116,9242,click,2026-04-14 11:28:35
6117,6034,purchase,2026-04-14 11:31:30
6118,4763,purchase,2026-04-14 11:31:46
6119,3875,view,2026-04-14 11:29:36
6120,5241,click,2026-04-14 11:32:37
6121,5776,click,2026-04-14 11:30:57
6122,5015,view,2026-04-14 11:29:39
6123,41,add_to_cart,2026-04-14 11:31:52
6124,8608,view,2026-04-14 11:30:36
6125,4428,add_to_cart,2026-04-14 11:27:01
6126,1091,click,2026-04-14 11:32:18
6127,3293,purchase,2026-04-14 11:29:35
6128,114,add_to_cart,2026-04-14 11:31:59
6129,5465,click,2026-04-14 11:28:38
6130,8467,purchase,2026-04-14 11:30:06
6131,5019,click,2026-04-14 11:28:42
6132,8252,click,2026-04-14 11:30:42
6133,543,view,2026-04-14 11:27:24
6134,5766,view,2026-04-14 11:27:50
6135,9355,purchase,2026-04-14 11:30:10
6136,3437,add_to_cart,2026-04-14 11:26:57
6137,6150,purchase,2026-04-14 11:28:09
6138,5673,view,2026-04-14 11:27:01
6139,6308,add_to_cart,2026-04-14 11:30:29
6140,7268,click,2026-04-14 11:31:45
6141,2125,add_to_cart,2026-04-14 11:27:36
6142,2142,view,2026-04-14 11:28:32
6143,9606,view,2026-04-14 11:31:22
6144,4217,purchase,2026-04-14 11:26:49
6145,1897,add_to_cart,2026-04-14 11:29:11
6146,561,purchase,2026-04-14 11:27:13
6147,470,add_to_cart,2026-04-14 11:30:57
6148,5834,add_to_cart,2026-04-14 11:31:17
6149,4134,view,2026-04-14 11:28:24
6150,8910,purchase,2026-04-14 11:29:32
6151,4333,purchase,2026-04-14 11:29:27
6152,7183,click,2026-04-14 11:29:21
6153,2474,purchase,2026-04-14 11:30:14
6154,9952,click,2026-04-14 11:30:15
6155,4711,add_to_cart,2026-04-14 11:30:48
6156,3848,view,2026-04-14 11:29:11
6157,5955,add_to_cart,2026-04-14 11:29:51
6158,8608,view,2026-04-14 11:29:02
6159,7735,purchase,2026-04-14 11:30:19
6160,8246,purchase,2026-04-14 11:30:39
6161,3614,click,2026-04-14 11:29:21
6162,5738,add_to_cart,2026-04-14 11:29:03
6163,6898,click,2026-04-14 11:31:20
6164,2710,purchase,2026-04-14 11:30:23
6165,3978,purchase,2026-04-14 11:27:58
6166,8028,click,2026-04-14 11:28:03
6167,618,view,2026-04-14 11:28:11
6168,6093,click,2026-04-14 11:28:37
6169,788,view,2026-04-14 11:31:55
6170,5477,click,2026-04-14 11:30:19
6171,1622,click,2026-04-14 11:28:10
6172,7938,add_to_cart,2026-04-14 11:32:06
6173,6895,click,2026-04-14 11:28:53
6174,5808,purchase,2026-04-14 11:26:43
6175,5974,purchase,2026-04-14 11:30:18
6176,3421,click,2026-04-14 11:31:39
6177,3223,add_to_cart,2026-04-14 11:28:03
6178,9560,add_to_cart,2026-04-14 11:27:31
6179,86,purchase,2026-04-14 11:30:49
6180,1512,purchase,2026-04-14 11:29:54
6181,7699,view,2026-04-14 11:27:09
6182,8284,add_to_cart,2026-04-14 11:31:57
6183,9460,view,2026-04-14 11:27:01
6184,5377,add_to_cart,2026-04-14 11:27:38
6185,3418,view,2026-04-14 11:32:28
6186,1823,view,2026-04-14 11:32:14
6187,3389,add_to_cart,2026-04-14 11:29:51
6188,3311,click,2026-04-14 11:31:23
6189,6902,add_to_cart,2026-04-14 11:26:51
6190,7672,click,2026-04-14 11:27:09
6191,8636,click,2026-04-14 11:32:04
6192,2987,purchase,2026-04-14 11:31:44
6193,6037,add_to_cart,2026-04-14 11:29:39
6194,9702,view,2026-04-14 11:29:26
6195,8381,view,2026-04-14 11:30:04
6196,2533,add_to_cart,2026-04-14 11:29:27
6197,2080,view,2026-04-14 11:32:21
6198,707,add_to_cart,2026-04-14 11:31:50
6199,3997,click,2026-04-14 11:27:15
6200,5876,view,2026-04-14 11:27:27
6201,3774,purchase,2026-04-14 11:28:33
6202,3984,click,2026-04-14 11:30:48
6203,5605,click,2026-04-14 11:30:37
6204,7977,purchase,2026-04-14 11:31:27
6205,1653,view,2026-04-14 11:27:54
6206,8541,add_to_cart,2026-04-14 11:27:45
6207,8581,purchase,2026-04-14 11:28:05
6208,4048,add_to_cart,2026-04-14 11:32:13
6209,9383,add_to_cart,2026-04-14 11:30:41
6210,6090,click,2026-04-14 11:29:27
6211,4263,add_to_cart,2026-04-14 11:26:42
6212,1559,view,2026-04-14 11:29:41
6213,8448,purchase,2026-04-14 11:29:27
6214,895,click,2026-04-14 11:30:39
6215,4775,add_to_cart,2026-04-14 11:32:03
6216,8377,purchase,2026-04-14 11:27:20
6217,6335,purchase,2026-04-14 11:32:34
6218,1539,add_to_cart,2026-04-14 11:27:04
6219,1470,add_to_cart,2026-04-14 11:30:36
6220,8931,add_to_cart,2026-04-14 11:27:33
6221,8740,add_to_cart,2026-04-14 11:32:36
6222,423,view,2026-04-14 11:31:22
6223,4037,view,2026-04-14 11:28:15
6224,9595,view,2026-04-14 11:27:22
6225,1130,view,2026-04-14 11:30:45
6226,7462,add_to_cart,2026-04-14 11:31:47
6227,5800,click,2026-04-14 11:30:26
6228,2507,click,2026-04-14 11:29:36
6229,7951,view,2026-04-14 11:28:51
6230,2467,click,2026-04-14 11:31:34
6231,9733,add_to_cart,2026-04-14 11:29:19
6232,7916,add_to_cart,2026-04-14 11:29:55
6233,535,add_to_cart,2026-04-14 11:30:30
6234,5621,click,2026-04-14 11:30:22
6235,9213,add_to_cart,2026-04-14 11:30:22
6236,5596,click,2026-04-14 11:30:22
6237,4801,add_to_cart,2026-04-14 11:27:41
6238,1726,view,2026-04-14 11:26:59
6239,4421,view,2026-04-14 11:31:08
6240,8122,add_to_cart,2026-04-14 11:28:55
6241,4066,view,2026-04-14 11:27:47
6242,5747,click,2026-04-14 11:32:04
6243,9619,click,2026-04-14 11:26:57
6244,5125,purchase,2026-04-14 11:29:48
6245,8031,view,2026-04-14 11:32:10
6246,2554,purchase,2026-04-14 11:29:53
6247,8831,view,2026-04-14 11:26:58
6248,1842,add_to_cart,2026-04-14 11:32:16
6249,4088,click,2026-04-14 11:28:16
6250,5793,add_to_cart,2026-04-14 11:30:07
6251,8864,view,2026-04-14 11:28:03
6252,546,purchase,2026-04-14 11:28:45
6253,964,view,2026-04-14 11:29:52
6254,290,purchase,2026-04-14 11:31:34
6255,3491,click,2026-04-14 11:29:02
6256,5260,click,2026-04-14 11:31:03
6257,1579,click,2026-04-14 11:28:31
6258,2252,click,2026-04-14 11:29:50
6259,1705,add_to_cart,2026-04-14 11:27:52
6260,3802,purchase,2026-04-14 11:26:50
6261,5278,view,2026-04-14 11:28:41
6262,3191,purchase,2026-04-14 11:29:17
6263,6375,click,2026-04-14 11:32:16
6264,502,purchase,2026-04-14 11:26:41
6265,5237,purchase,2026-04-14 11:30:05
6266,865,view,2026-04-14 11:29:04
6267,6235,click,2026-04-14 11:28:59
6268,5325,purchase,2026-04-14 11:30:02
6269,7409,purchase,2026-04-14 11:26:56
6270,1018,click,2026-04-14 11:29:41
6271,1394,add_to_cart,2026-04-14 11:29:07
6272,7516,click,2026-04-14 11:28:46
6273,8433,purchase,2026-04-14 11:28:40
6274,9709,view,2026-04-14 11:31:09
6275,2587,view,2026-04-14 11:30:22
6276,3054,view,2026-04-14 11:28:07
6277,5907,click,2026-04-14 11:29:39
6278,7641,click,2026-04-14 11:31:25
6279,998,view,2026-04-14 11:31:08
6280,3914,add_to_cart,2026-04-14 11:31:24
6281,209,purchase,2026-04-14 11:30:13
6282,5692,purchase,2026-04-14 11:30:13
6283,9257,purchase,2026-04-14 11:31:38
6284,2018,add_to_cart,2026-04-14 11:32:28
6285,8115,purchase,2026-04-14 11:28:36
6286,2706,add_to_cart,2026-04-14 11:31:30
6287,6888,add_to_cart,2026-04-14 11:30:27
6288,5838,purchase,2026-04-14 11:32:18
6289,4776,add_to_cart,2026-04-14 11:31:42
6290,6466,click,2026-04-14 11:29:56
6291,8028,view,2026-04-14 11:30:43
6292,9478,purchase,2026-04-14 11:28:31
6293,7198,click,2026-04-14 11:30:21
6294,3721,add_to_cart,2026-04-14 11:31:09
6295,5597,click,2026-04-14 11:27:19
6296,7049,add_to_cart,2026-04-14 11:27:21
6297,8394,purchase,2026-04-14 11:31:50
6298,1134,view,2026-04-14 11:32:40
6299,3344,click,2026-04-14 11:28:11
6300,4765,add_to_cart,2026-04-14 11:30:13
6301,1529,click,2026-04-14 11:28:28
6302,311,add_to_cart,2026-04-14 11:27:26
6303,650,purchase,2026-04-14 11:31:19
6304,2963,add_to_cart,2026-04-14 11:28:57
6305,8027,view,2026-04-14 11:32:09
6306,9573,click,2026-04-14 11:30:16
6307,294,view,2026-04-14 11:32:09
6308,6312,click,2026-04-14 11:27:18
6309,4826,click,2026-04-14 11:28:42
6310,2082,view,2026-04-14 11:29:50
6311,7351,add_to_cart,2026-04-14 11:28:28
6312,6634,add_to_cart,2026-04-14 11:29:51
6313,6888,click,2026-04-14 11:29:21
6314,7938,purchase,2026-04-14 11:30:35
6315,4068,view,2026-04-14 11:29:51
6316,8321,click,2026-04-14 11:29:44
6317,4475,add_to_cart,2026-04-14 11:30:40
6318,1123,purchase,2026-04-14 11:32:26
6319,1914,purchase,2026-04-14 11:30:02
6320,3589,purchase,2026-04-14 11:29:09
6321,9291,click,2026-04-14 11:26:42
6322,7977,view,2026-04-14 11:29:27
6323,4440,click,2026-04-14 11:29:46
6324,9590,click,2026-04-14 11:29:51
6325,3886,view,2026-04-14 11:30:02
6326,9208,add_to_cart,2026-04-14 11:27:47
6327,4216,purchase,2026-04-14 11:29:36
6328,7029,add_to_cart,2026-04-14 11:27:25
6329,9765,view,2026-04-14 11:29:01
6330,1378,purchase,2026-04-14 11:31:14
6331,6778,add_to_cart,2026-04-14 11:29:45
6332,5485,click,2026-04-14 11:31:35
6333,4305,purchase,2026-04-14 11:32:18
6334,3335,click,2026-04-14 11:28:46
6335,5752,add_to_cart,2026-04-14 11:28:58
6336,8082,purchase,2026-04-14 11:31:31
6337,7385,view,2026-04-14 11:31:33
6338,2403,view,2026-04-14 11:28:35
6339,812,purchase,2026-04-14 11:31:07
6340,2453,purchase,2026-04-14 11:28:21
6341,8554,view,2026-04-14 11:30:32
6342,2679,purchase,2026-04-14 11:26:46
6343,6099,view,2026-04-14 11:31:21
6344,4252,purchase,2026-04-14 11:28:25
6345,6315,purchase,2026-04-14 11:28:22
6346,5250,click,2026-04-14 11:30:58
6347,9187,view,2026-04-14 11:30:27
6348,5497,purchase,2026-04-14 11:27:50
6349,4399,add_to_cart,2026-04-14 11:32:37
6350,5451,purchase,2026-04-14 11:31:52
6351,3531,purchase,2026-04-14 11:27:43
6352,5068,view,2026-04-14 11:31:29
6353,9156,purchase,2026-04-14 11:31:57
6354,7001,add_to_cart,2026-04-14 11:30:28
6355,1337,add_to_cart,2026-04-14 11:28:01
6356,7857,click,2026-04-14 11:30:00
6357,9112,view,2026-04-14 11:29:25
6358,4288,add_to_cart,2026-04-14 11:29:30
6359,1828,purchase,2026-04-14 11:30:14
6360,3677,purchase,2026-04-14 11:32:07
6361,5246,view,2026-04-14 11:31:47
6362,3837,view,2026-04-14 11:28:26
6363,8994,view,2026-04-14 11:29:58
6364,8404,add_to_cart,2026-04-14 11:31:30
6365,1362,add_to_cart,2026-04-14 11:27:54
6366,7243,view,2026-04-14 11:27:27
6367,660,purchase,2026-04-14 11:28:31
6368,8148,view,2026-04-14 11:29:16
6369,377,view,2026-04-14 11:27:59
6370,855,purchase,2026-04-14 11:27:52
6371,6680,view,2026-04-14 11:27:03
6372,9583,click,2026-04-14 11:29:15
6373,5569,purchase,2026-04-14 11:30:16
6374,7551,view,2026-04-14 11:26:46
6375,7061,add_to_cart,2026-04-14 11:31:38
6376,7825,add_to_cart,2026-04-14 11:28:27
6377,9633,add_to_cart,2026-04-14 11:30:46
6378,1538,purchase,2026-04-14 11:31:55
6379,1554,click,2026-04-14 11:30:47
6380,6013,add_to_cart,2026-04-14 11:32:09
6381,3967,purchase,2026-04-14 11:26:46
6382,8964,click,2026-04-14 11:27:58
6383,4629,add_to_cart,2026-04-14 11:29:49
6384,3079,add_to_cart,2026-04-14 11:31:44
6385,944,add_to_cart,2026-04-14 11:26:41
6386,6787,click,2026-04-14 11:30:21
6387,8683,view,2026-04-14 11:28:56
6388,300,purchase,2026-04-14 11:27:39
6389,2881,click,2026-04-14 11:27:17
6390,3215,add_to_cart,2026-04-14 11:31:56
6391,7556,view,2026-04-14 11:27:01
6392,8431,view,2026-04-14 11:28:43
6393,9939,add_to_cart,2026-04-14 11:27:01
6394,4865,add_to_cart,2026-04-14 11:28:41
6395,5420,click,2026-04-14 11:30:29
6396,1868,click,2026-04-14 11:30:42
6397,4363,purchase,2026-04-14 11:30:49
6398,3979,view,2026-04-14 11:30:12
6399,942,add_to_cart,2026-04-14 11:28:17
6400,9220,purchase,2026-04-14 11:28:01
6401,2619,view,2026-04-14 11:28:59
6402,5960,click,2026-04-14 11:31:36
6403,7743,view,2026-04-14 11:30:44
6404,110,purchase,2026-04-14 11:28:08
6405,6921,purchase,2026-04-14 11:29:36
6406,4091,view,2026-04-14 11:31:07
6407,8858,add_to_cart,2026-04-14 11:28:40
6408,588,view,2026-04-14 11:27:30
6409,2213,purchase,2026-04-14 11:29:48
6410,9863,view,2026-04-14 11:26:54
6411,6006,view,2026-04-14 11:29:36
6412,3916,add_to_cart,2026-04-14 11:31:17
6413,3839,purchase,2026-04-14 11:28:21
6414,6898,purchase,2026-04-14 11:29:53
6415,289,purchase,2026-04-14 11:27:52
6416,9374,purchase,2026-04-14 11:28:08
6417,4573,view,2026-04-14 11:31:35
6418,4571,click,2026-04-14 11:29:43
6419,1226,add_to_cart,2026-04-14 11:29:19
6420,8775,click,2026-04-14 11:29:22
6421,2724,add_to_cart,2026-04-14 11:30:15
6422,5319,click,2026-04-14 11:28:07
6423,7007,add_to_cart,2026-04-14 11:28:19
6424,2667,view,2026-04-14 11:28:56
6425,5125,view,2026-04-14 11:30:15
6426,2644,add_to_cart,2026-04-14 11:28:10
6427,2228,purchase,2026-04-14 11:28:19
6428,1818,view,2026-04-14 11:31:06
6429,4353,add_to_cart,2026-04-14 11:31:46
6430,3993,purchase,2026-04-14 11:30:51
6431,1135,add_to_cart,2026-04-14 11:29:15
6432,9331,click,2026-04-14 11:28:22
6433,8582,view,2026-04-14 11:31:45
6434,1549,view,2026-04-14 11:32:09
6435,3862,purchase,2026-04-14 11:27:37
6436,1056,purchase,2026-04-14 11:32:21
6437,8490,purchase,2026-04-14 11:29:51
6438,2700,click,2026-04-14 11:28:04
6439,3140,purchase,2026-04-14 11:30:05
6440,1698,add_to_cart,2026-04-14 11:30:55
6441,5699,view,2026-04-14 11:29:42
6442,7876,add_to_cart,2026-04-14 11:27:23
6443,3861,add_to_cart,2026-04-14 11:30:47
6444,2416,click,2026-04-14 11:29:43
6445,7473,view,2026-04-14 11:26:46
6446,5223,view,2026-04-14 11:29:05
6447,6426,click,2026-04-14 11:30:48
6448,456,view,2026-04-14 11:30:31
6449,7508,click,2026-04-14 11:31:39
6450,384,add_to_cart,2026-04-14 11:31:13
6451,8079,view,2026-04-14 11:27:17
6452,2798,view,2026-04-14 11:32:13
6453,1428,click,2026-04-14 11:29:26
6454,6470,view,2026-04-14 11:29:08
6455,8236,add_to_cart,2026-04-14 11:27:12
6456,8779,purchase,2026-04-14 11:32:30
6457,9457,view,2026-04-14 11:30:55
6458,8949,purchase,2026-04-14 11:28:41
6459,8097,purchase,2026-04-14 11:29:29
6460,8010,add_to_cart,2026-04-14 11:30:26
6461,9888,view,2026-04-14 11:28:55
6462,3630,view,2026-04-14 11:29:53
6463,647,purchase,2026-04-14 11:32:39
6464,9538,add_to_cart,2026-04-14 11:26:51
6465,6956,view,2026-04-14 11:29:57
6466,5534,view,2026-04-14 11:32:30
6467,6199,click,2026-04-14 11:31:34
6468,6014,purchase,2026-04-14 11:29:04
6469,9211,purchase,2026-04-14 11:28:19
6470,337,purchase,2026-04-14 11:31:38
6471,3912,purchase,2026-04-14 11:27:21
6472,2358,add_to_cart,2026-04-14 11:28:35
6473,7811,click,2026-04-14 11:30:20
6474,5302,click,2026-04-14 11:32:08
6475,4216,purchase,2026-04-14 11:28:44
6476,7871,view,2026-04-14 11:32:24
6477,7500,add_to_cart,2026-04-14 11:30:31
6478,4621,purchase,2026-04-14 11:32:19
6479,5428,click,2026-04-14 11:28:29
6480,9356,click,2026-04-14 11:32:11
6481,6475,view,2026-04-14 11:30:53
6482,748,add_to_cart,2026-04-14 11:29:54
6483,5410,add_to_cart,2026-04-14 11:27:38
6484,6544,click,2026-04-14 11:32:09
6485,8138,add_to_cart,2026-04-14 11:30:00
6486,7632,click,2026-04-14 11:27:15
6487,1244,click,2026-04-14 11:27:52
6488,3351,click,2026-04-14 11:30:12
6489,9644,purchase,2026-04-14 11:27:09
6490,5185,purchase,2026-04-14 11:31:43
6491,8602,add_to_cart,2026-04-14 11:29:34
6492,3669,purchase,2026-04-14 11:30:48
6493,6543,view,2026-04-14 11:28:06
6494,2057,purchase,2026-04-14 11:28:16
6495,8618,add_to_cart,2026-04-14 11:28:01
6496,4162,view,2026-04-14 11:30:53
6497,8839,add_to_cart,2026-04-14 11:29:07
6498,2066,click,2026-04-14 11:30:38
6499,2006,add_to_cart,2026-04-14 11:27:01
6500,6385,view,2026-04-14 11:27:55
6501,5342,purchase,2026-04-14 11:29:10
6502,669,purchase,2026-04-14 11:30:40
6503,4008,click,2026-04-14 11:29:27
6504,1884,click,2026-04-14 11:27:27
6505,5973,purchase,2026-04-14 11:31:42
6506,2141,purchase,2026-04-14 11:28:49
6507,7605,purchase,2026-04-14 11:31:30
6508,8062,purchase,2026-04-14 11:32:27
6509,9600,add_to_cart,2026-04-14 11:30:17
6510,2013,add_to_cart,2026-04-14 11:30:36
6511,8595,add_to_cart,2026-04-14 11:29:45
6512,1381,purchase,2026-04-14 11:27:45
6513,6418,click,2026-04-14 11:32:32
6514,4639,purchase,2026-04-14 11:30:22
6515,172,add_to_cart,2026-04-14 11:27:42
6516,2282,purchase,2026-04-14 11:29:00
6517,6461,view,2026-04-14 11:30:58
6518,9609,view,2026-04-14 11:28:10
6519,3045,view,2026-04-14 11:27:42
6520,1094,purchase,2026-04-14 11:27:24
6521,1695,view,2026-04-14 11:27:50
6522,9145,purchase,2026-04-14 11:29:47
6523,9120,view,2026-04-14 11:28:33
6524,1317,view,2026-04-14 11:28:43
6525,7077,click,2026-04-14 11:32:02
6526,7568,purchase,2026-04-14 11:32:00
6527,4598,add_to_cart,2026-04-14 11:27:33
6528,9701,add_to_cart,2026-04-14 11:31:37
6529,2036,add_to_cart,2026-04-14 11:28:02
6530,9747,click,2026-04-14 11:29:59
6531,2678,add_to_cart,2026-04-14 11:31:02
6532,1297,purchase,2026-04-14 11:31:50
6533,5920,click,2026-04-14 11:27:25
6534,828,view,2026-04-14 11:29:47
6535,1501,view,2026-04-14 11:29:54
6536,2713,add_to_cart,2026-04-14 11:31:11
6537,94,purchase,2026-04-14 11:28:35
6538,5455,click,2026-04-14 11:27:41
6539,8978,add_to_cart,2026-04-14 11:32:26
6540,3258,click,2026-04-14 11:29:40
6541,209,click,2026-04-14 11:32:30
6542,4663,click,2026-04-14 11:30:45
6543,9424,purchase,2026-04-14 11:27:00
6544,3781,view,2026-04-14 11:30:34
6545,1811,purchase,2026-04-14 11:31:07
6546,6893,add_to_cart,2026-04-14 11:31:57
6547,5373,view,2026-04-14 11:28:29
6548,6538,add_to_cart,2026-04-14 11:32:16
6549,6146,click,2026-04-14 11:28:53
6550,477,click,2026-04-14 11:31:39
6551,2285,view,2026-04-14 11:32:07
6552,6482,add_to_cart,2026-04-14 11:29:49
6553,8596,purchase,2026-04-14 11:27:29
6554,8638,purchase,2026-04-14 11:32:32
6555,4150,click,2026-04-14 11:28:38
6556,9852,purchase,2026-04-14 11:32:40
6557,4752,click,2026-04-14 11:29:11
6558,5642,click,2026-04-14 11:27:28
6559,6448,add_to_cart,2026-04-14 11:30:12
6560,5456,purchase,2026-04-14 11:30:49
6561,4897,add_to_cart,2026-04-14 11:27:16
6562,4805,click,2026-04-14 11:27:12
6563,5253,purchase,2026-04-14 11:27:45
6564,8885,add_to_cart,2026-04-14 11:31:40
6565,8025,purchase,2026-04-14 11:28:31
6566,9831,view,2026-04-14 11:31:59
6567,1281,view,2026-04-14 11:32:20
6568,9011,view,2026-04-14 11:30:06
6569,5797,add_to_cart,2026-04-14 11:26:50
6570,9546,click,2026-04-14 11:27:31
6571,334,view,2026-04-14 11:32:23
6572,2993,purchase,2026-04-14 11:30:04
6573,6135,purchase,2026-04-14 11:28:42
6574,6167,view,2026-04-14 11:31:53
6575,7999,view,2026-04-14 11:29:42
6576,166,purchase,2026-04-14 11:30:42
6577,9171,purchase,2026-04-14 11:29:36
6578,7978,add_to_cart,2026-04-14 11:32:04
6579,2217,view,2026-04-14 11:30:22
6580,3738,view,2026-04-14 11:30:36
6581,9254,add_to_cart,2026-04-14 11:28:20
6582,5400,view,2026-04-14 11:26:45
6583,3003,purchase,2026-04-14 11:28:11
6584,7775,add_to_cart,2026-04-14 11:32:14
6585,4686,view,2026-04-14 11:27:15
6586,10,click,2026-04-14 11:29:54
6587,9497,add_to_cart,2026-04-14 11:30:10
6588,902,click,2026-04-14 11:31:58
6589,8442,click,2026-04-14 11:32:21
6590,386,view,2026-04-14 11:26:47
6591,2022,click,2026-04-14 11:29:49
6592,2698,purchase,2026-04-14 11:29:41
6593,8315,purchase,2026-04-14 11:30:30
6594,8621,purchase,2026-04-14 11:30:01
6595,8312,view,2026-04-14 11:31:03
6596,8075,view,2026-04-14 11:31:20
6597,6516,click,2026-04-14 11:32:14
6598,6402,purchase,2026-04-14 11:28:30
6599,6178,purchase,2026-04-14 11:31:11
6600,9300,add_to_cart,2026-04-14 11:28:17
6601,9535,view,2026-04-14 11:29:01
6602,7297,click,2026-04-14 11:27:59
6603,1291,purchase,2026-04-14 11:30:14
6604,7882,view,2026-04-14 11:30:30
6605,315,click,2026-04-14 11:29:13
6606,8381,view,2026-04-14 11:28:39
6607,1995,add_to_cart,2026-04-14 11:32:19
6608,2936,purchase,2026-04-14 11:29:25
6609,7899,click,2026-04-14 11:27:52
6610,8450,purchase,2026-04-14 11:30:28
6611,9552,add_to_cart,2026-04-14 11:30:43
6612,6554,add_to_cart,2026-04-14 11:32:22
6613,8085,click,2026-04-14 11:26:47
6614,6640,view,2026-04-14 11:30:19
6615,2595,add_to_cart,2026-04-14 11:26:44
6616,348,view,2026-04-14 11:31:36
6617,4335,view,2026-04-14 11:29:08
6618,5085,click,2026-04-14 11:30:19
6619,5957,view,2026-04-14 11:29:05
6620,2701,add_to_cart,2026-04-14 11:32:09
6621,1846,click,2026-04-14 11:31:26
6622,9631,purchase,2026-04-14 11:27:42
6623,3976,purchase,2026-04-14 11:32:13
6624,6290,purchase,2026-04-14 11:27:45
6625,7379,click,2026-04-14 11:31:53
6626,8095,purchase,2026-04-14 11:28:31
6627,8722,view,2026-04-14 11:26:59
6628,4787,view,2026-04-14 11:32:02
6629,8661,view,2026-04-14 11:28:50
6630,4977,add_to_cart,2026-04-14 11:31:15
6631,4331,purchase,2026-04-14 11:32:00
6632,2917,click,2026-04-14 11:28:50
6633,4790,click,2026-04-14 11:27:33
6634,5832,purchase,2026-04-14 11:28:06
