payment_id,order_id,amount,payment_method,payment_status
1805,1805,1434.77,Net Banking,Success
1806,1806,583.89,Credit Card,Failed
1807,1807,4980.5,Net Banking,Failed
1808,1808,429.5,UPI,Success
1809,1809,1380.04,Wallet,Failed
1810,1810,2219.43,Credit Card,Failed
1811,1811,1998.78,Net Banking,Failed
1812,1812,1868.37,UPI,Success
1813,1813,4972.18,Net Banking,Success
1814,1814,1439.58,Net Banking,Success
1815,1815,3428.08,Net Banking,Success
1816,1816,1708.41,Net Banking,Failed
1817,1817,3325.62,UPI,Failed
1818,1818,2332.56,Wallet,Success
1819,1819,1297.24,Net Banking,Success
1820,1820,4471.18,Wallet,Success
1821,1821,2834.78,UPI,Success
1822,1822,1648.39,UPI,Success
1823,1823,907.35,UPI,Success
1824,1824,6049.46,Wallet,Success
1825,1825,9267.25,Credit Card,Success
1826,1826,5325.82,Net Banking,Failed
1827,1827,8492.63,Wallet,Success
1828,1828,1687.61,Wallet,Failed
1829,1829,6230.35,Net Banking,Failed
1830,1830,997.44,Net Banking,Failed
1831,1831,2165.01,Wallet,Failed
1832,1832,1109.46,Net Banking,Success
1833,1833,2694.62,Net Banking,Failed
1834,1834,3331.38,UPI,Failed
1835,1835,1553.7,Wallet,Failed
1836,1836,1629.87,UPI,Success
1837,1837,212.24,Net Banking,Failed
1838,1838,3354.49,Wallet,Success
1839,1839,996.31,Credit Card,Failed
1840,1840,3084.8,Credit Card,Failed
1841,1841,5832.71,Wallet,Success
1842,1842,2795.97,UPI,Failed
1843,1843,801.15,Wallet,Success
1844,1844,621.63,Net Banking,Failed
1845,1845,2120.62,Wallet,Success
1846,1846,4526.68,Wallet,Failed
1847,1847,3182.26,Credit Card,Success
1848,1848,2725.84,Credit Card,Failed
1849,1849,178.65,Credit Card,Success
1850,1850,4599.85,UPI,Failed
1851,1851,1613.4,Credit Card,Success
1852,1852,3836.83,Credit Card,Failed
1853,1853,6012.31,Wallet,Success
1854,1854,3452.94,Credit Card,Success
1855,1855,1503.12,Wallet,Success
1856,1856,1104.81,Net Banking,Success
1857,1857,2312.24,UPI,Failed
1858,1858,2982.9,UPI,Failed
1859,1859,4926.43,Wallet,Failed
1860,1860,5993.19,Net Banking,Failed
1861,1861,3823.69,Wallet,Failed
1862,1862,1465.8,Net Banking,Success
1863,1863,2141.17,UPI,Failed
1864,1864,1332.49,Wallet,Failed
1865,1865,2357.23,Wallet,Failed
1866,1866,977.12,Wallet,Failed
1867,1867,1951.06,Credit Card,Success
1868,1868,1399.05,UPI,Failed
1869,1869,892.31,Credit Card,Failed
1870,1870,557.51,UPI,Failed
1871,1871,482.14,Wallet,Success
1872,1872,2789.9,UPI,Failed
1873,1873,1516.75,Credit Card,Failed
1874,1874,581.32,UPI,Success
1875,1875,3319.16,UPI,Success
1876,1876,1789.56,Credit Card,Success
1877,1877,833.17,Credit Card,Failed
1878,1878,2613.72,UPI,Failed
1879,1879,3760.63,UPI,Success
1880,1880,3207.4,Credit Card,Success
1881,1881,950.42,Wallet,Success
1882,1882,253.24,Wallet,Failed
1883,1883,3884.88,Credit Card,Failed
1884,1884,4893.76,Credit Card,Success
1885,1885,1297.24,Net Banking,Failed
1886,1886,1969.03,Wallet,Success
1887,1887,5045.46,UPI,Success
1888,1888,1251.81,Wallet,Success
1889,1889,5404.35,UPI,Failed
1890,1890,938.64,UPI,Success
1891,1891,2870.64,Credit Card,Success
1892,1892,6997.91,Wallet,Failed
1893,1893,2470.77,Credit Card,Success
1894,1894,2162.98,UPI,Failed
1895,1895,3883.76,Credit Card,Success
1896,1896,1626.5,Net Banking,Failed
1897,1897,3356.97,UPI,Success
1898,1898,5226.18,Credit Card,Success
1899,1899,2626.8,Credit Card,Failed
1900,1900,3733.52,Wallet,Failed
1901,1901,1683.02,Wallet,Failed
1902,1902,1193.04,Net Banking,Failed
1903,1903,2403.45,Net Banking,Failed
1904,1904,1790.47,UPI,Failed
1905,1905,3429.39,Net Banking,Success
1906,1906,1647.18,Net Banking,Success
1907,1907,1224.03,Credit Card,Success
1908,1908,7155.77,Net Banking,Failed
1909,1909,2598.82,Credit Card,Failed
1910,1910,4554.16,UPI,Success
1911,1911,1876.32,UPI,Success
1912,1912,6349.53,UPI,Failed
1913,1913,6011.44,UPI,Success
1914,1914,3451.59,Net Banking,Failed
1915,1915,1782.35,UPI,Success
1916,1916,859.84,Net Banking,Failed
1917,1917,434.88,Wallet,Failed
1918,1918,4481.35,Net Banking,Success
1919,1919,2234.65,Net Banking,Failed
1920,1920,4145.51,Net Banking,Failed
1921,1921,2740.21,Credit Card,Success
1922,1922,1365.28,Net Banking,Failed
1923,1923,2685.14,Wallet,Success
1924,1924,4272.0,Wallet,Failed
1925,1925,713.23,UPI,Success
1926,1926,137.71,Credit Card,Success
1927,1927,5224.17,UPI,Failed
1928,1928,3092.74,Net Banking,Failed
1929,1929,5214.91,Net Banking,Failed
1930,1930,3722.17,Wallet,Success
1931,1931,5053.32,Wallet,Failed
1932,1932,1106.49,Wallet,Success
1933,1933,6485.44,UPI,Success
1934,1934,905.82,Wallet,Failed
1935,1935,4884.49,Net Banking,Failed
1936,1936,1855.42,Net Banking,Failed
1937,1937,3103.82,Wallet,Failed
1938,1938,2903.66,Net Banking,Success
1939,1939,5923.41,Credit Card,Failed
1940,1940,1682.06,Wallet,Failed
1941,1941,259.14,Net Banking,Success
1942,1942,2919.84,Net Banking,Failed
1943,1943,857.76,Credit Card,Failed
1944,1944,3801.67,Net Banking,Success
1945,1945,2111.15,Credit Card,Success
1946,1946,185.64,UPI,Failed
1947,1947,1786.48,UPI,Failed
1948,1948,2172.03,Credit Card,Failed
1949,1949,4647.54,Credit Card,Success
1950,1950,3774.04,Wallet,Failed
1951,1951,1699.94,Credit Card,Failed
1952,1952,3370.1,Credit Card,Success
1953,1953,3010.49,Net Banking,Failed
1954,1954,4896.6,UPI,Failed
1955,1955,2533.36,UPI,Success
1956,1956,1542.37,Wallet,Success
1957,1957,56.93,Net Banking,Failed
1958,1958,2267.08,Net Banking,Failed
1959,1959,5239.75,Net Banking,Success
1960,1960,6553.06,Credit Card,Success
1961,1961,3940.98,Wallet,Failed
1962,1962,945.33,Wallet,Failed
1963,1963,1892.02,Credit Card,Success
1964,1964,4031.54,UPI,Failed
1965,1965,2546.06,Wallet,Success
1966,1966,916.24,Net Banking,Failed
1967,1967,1323.37,UPI,Failed
1968,1968,4509.89,Net Banking,Failed
1969,1969,2000.24,Credit Card,Success
1970,1970,5296.64,Credit Card,Failed
1971,1971,3810.04,UPI,Success
1972,1972,3626.5,UPI,Failed
1973,1973,1166.74,Net Banking,Success
1974,1974,1752.57,Credit Card,Success
1975,1975,2060.9,Net Banking,Success
1976,1976,1466.53,Net Banking,Success
1977,1977,1880.7,Wallet,Success
1978,1978,4588.14,Wallet,Failed
1979,1979,2882.19,Wallet,Failed
1980,1980,2154.81,Wallet,Failed
1981,1981,5013.98,Credit Card,Failed
1982,1982,865.47,Credit Card,Failed
1983,1983,5107.3,Net Banking,Failed
1984,1984,2149.63,UPI,Success
1985,1985,147.9,UPI,Success
1986,1986,2231.34,Credit Card,Failed
1987,1987,871.24,Net Banking,Success
1988,1988,3101.74,Net Banking,Success
1989,1989,513.09,Wallet,Success
1990,1990,6018.32,UPI,Failed
1991,1991,726.94,Net Banking,Success
1992,1992,1214.24,Wallet,Success
1993,1993,1002.21,UPI,Failed
1994,1994,3484.5,Wallet,Success
1995,1995,5972.24,Wallet,Success
1996,1996,2868.89,Credit Card,Failed
1997,1997,917.94,Net Banking,Success
1998,1998,5170.78,Credit Card,Failed
1999,1999,2495.6,Wallet,Success
2000,2000,2388.12,UPI,Failed
2001,2001,326.89,UPI,Failed
2002,2002,6865.42,Net Banking,Failed
2003,2003,4252.2,Net Banking,Success
2004,2004,6298.27,Net Banking,Success
2005,2005,3404.25,Net Banking,Success
2006,2006,7027.32,Wallet,Success
2007,2007,2372.75,Net Banking,Success
2008,2008,1038.09,UPI,Failed
2009,2009,1598.97,Wallet,Success
2010,2010,1751.2,Credit Card,Failed
2011,2011,1182.39,Wallet,Success
2012,2012,1246.56,UPI,Success
2013,2013,1209.46,Credit Card,Failed
2014,2014,3186.95,Net Banking,Success
2015,2015,1419.72,Credit Card,Failed
2016,2016,8343.88,Net Banking,Failed
2017,2017,884.8,Credit Card,Success
2018,2018,5545.96,Credit Card,Failed
2019,2019,1849.24,UPI,Success
2020,2020,3310.78,Credit Card,Failed
2021,2021,570.82,Net Banking,Failed
2022,2022,3887.7,Credit Card,Failed
2023,2023,4667.36,UPI,Success
2024,2024,2435.9,Net Banking,Failed
2025,2025,556.77,Credit Card,Failed
2026,2026,1969.76,UPI,Failed
2027,2027,1419.32,Credit Card,Failed
2028,2028,891.66,Credit Card,Failed
2029,2029,5841.19,Credit Card,Success
2030,2030,2415.72,Wallet,Failed
2031,2031,6239.87,UPI,Failed
2032,2032,3302.58,Net Banking,Success
2033,2033,2038.35,Credit Card,Success
2034,2034,5461.41,UPI,Failed
2035,2035,2984.4,Net Banking,Success
2036,2036,1306.71,UPI,Failed
2037,2037,1275.22,UPI,Failed
2038,2038,3206.65,UPI,Success
2039,2039,2492.44,UPI,Success
2040,2040,4002.64,Wallet,Success
2041,2041,2881.79,Net Banking,Success
2042,2042,5364.41,Net Banking,Failed
2043,2043,5686.59,Net Banking,Failed
2044,2044,670.5,Wallet,Failed
2045,2045,2927.34,Net Banking,Failed
2046,2046,22.01,Credit Card,Success
2047,2047,1219.48,Wallet,Failed
2048,2048,3795.42,Wallet,Failed
2049,2049,3607.01,Credit Card,Failed
2050,2050,1020.59,UPI,Success
2051,2051,2280.0,Wallet,Success
2052,2052,1668.79,Net Banking,Failed
2053,2053,5629.22,Wallet,Failed
2054,2054,1960.74,UPI,Failed
2055,2055,5093.74,Wallet,Failed
2056,2056,3100.94,Credit Card,Success
2057,2057,4315.35,Wallet,Failed
2058,2058,1972.02,Net Banking,Success
2059,2059,4030.68,Net Banking,Success
2060,2060,2177.07,Credit Card,Failed
2061,2061,4821.95,UPI,Failed
2062,2062,4131.06,UPI,Failed
2063,2063,7390.56,Wallet,Failed
2064,2064,3692.61,Credit Card,Failed
2065,2065,3046.46,Credit Card,Failed
2066,2066,1168.93,Net Banking,Failed
2067,2067,1213.07,Credit Card,Failed
2068,2068,752.56,UPI,Failed
2069,2069,2095.65,Credit Card,Success
2070,2070,3159.99,UPI,Failed
2071,2071,4559.75,Wallet,Failed
2072,2072,7598.28,Wallet,Success
2073,2073,5058.61,Net Banking,Success
2074,2074,5613.42,Net Banking,Success
2075,2075,2326.45,Net Banking,Success
2076,2076,1247.82,Credit Card,Success
2077,2077,5338.74,Wallet,Failed
2078,2078,3895.59,Wallet,Failed
2079,2079,6601.28,Credit Card,Success
2080,2080,2561.75,UPI,Failed
2081,2081,923.42,Net Banking,Failed
2082,2082,874.34,Wallet,Success
2083,2083,7250.17,Credit Card,Failed
2084,2084,9473.52,Credit Card,Failed
2085,2085,4787.16,UPI,Success
2086,2086,4000.76,Net Banking,Failed
2087,2087,2912.2,Net Banking,Failed
2088,2088,3391.98,Net Banking,Success
2089,2089,3597.68,UPI,Success
2090,2090,3815.3,Credit Card,Success
2091,2091,9116.01,UPI,Failed
2092,2092,3526.8,Net Banking,Failed
2093,2093,3441.65,UPI,Success
2094,2094,4694.93,Credit Card,Failed
2095,2095,1979.44,Wallet,Failed
2096,2096,569.55,Credit Card,Failed
2097,2097,4118.28,Net Banking,Success
2098,2098,2307.9,Wallet,Success
2099,2099,1972.0,Net Banking,Failed
2100,2100,5014.69,Wallet,Success
2101,2101,791.24,Wallet,Failed
2102,2102,2573.86,Wallet,Success
2103,2103,1716.12,UPI,Success
2104,2104,1092.65,Wallet,Failed
2105,2105,1005.4,UPI,Success
2106,2106,2602.96,UPI,Failed
2107,2107,2238.56,Net Banking,Failed
2108,2108,3916.58,Credit Card,Failed
2109,2109,1335.55,UPI,Failed
2110,2110,1549.53,Net Banking,Success
2111,2111,5802.91,Credit Card,Failed
2112,2112,409.82,UPI,Failed
2113,2113,7129.42,Credit Card,Success
2114,2114,969.51,Net Banking,Failed
2115,2115,4535.91,Credit Card,Failed
2116,2116,4432.34,Wallet,Success
2117,2117,298.18,UPI,Success
2118,2118,405.14,Wallet,Success
2119,2119,3517.02,UPI,Failed
2120,2120,4315.95,UPI,Success
2121,2121,7091.39,Net Banking,Failed
2122,2122,2480.9,Wallet,Failed
2123,2123,807.63,Credit Card,Failed
2124,2124,2470.74,UPI,Failed
2125,2125,2460.11,Net Banking,Failed
2126,2126,1595.69,UPI,Success
2127,2127,2351.57,Credit Card,Failed
2128,2128,3319.19,UPI,Failed
2129,2129,3139.19,Wallet,Success
2130,2130,3141.93,UPI,Failed
2131,2131,4141.13,Credit Card,Failed
2132,2132,5655.75,Credit Card,Success
2133,2133,524.24,UPI,Success
2134,2134,3858.47,Net Banking,Success
2135,2135,2152.74,UPI,Failed
2136,2136,3596.74,Net Banking,Success
2137,2137,3695.29,Wallet,Success
2138,2138,1711.3,Net Banking,Success
2139,2139,2923.17,UPI,Success
2140,2140,5648.56,Credit Card,Failed
2141,2141,7484.12,Wallet,Success
2142,2142,4166.3,Credit Card,Failed
2143,2143,4701.52,Net Banking,Failed
2144,2144,1202.9,Net Banking,Success
2145,2145,3691.05,Wallet,Success
2146,2146,3650.72,Wallet,Success
2147,2147,364.25,Net Banking,Failed
2148,2148,2739.28,Credit Card,Failed
2149,2149,4501.54,UPI,Success
2150,2150,5472.66,Credit Card,Failed
2151,2151,4808.17,Net Banking,Failed
2152,2152,469.76,Wallet,Success
2153,2153,3483.17,Net Banking,Success
2154,2154,4093.01,Credit Card,Failed
2155,2155,1307.62,Net Banking,Success
2156,2156,1765.98,UPI,Failed
2157,2157,2054.05,UPI,Failed
2158,2158,484.24,Wallet,Success
2159,2159,2279.22,Credit Card,Success
2160,2160,471.08,Wallet,Success
2161,2161,4220.9,Net Banking,Success
2162,2162,3436.2,Wallet,Success
2163,2163,2830.48,Credit Card,Failed
2164,2164,1957.79,Credit Card,Failed
2165,2165,2667.96,UPI,Failed
2166,2166,4060.16,Wallet,Success
2167,2167,5816.23,Wallet,Success
2168,2168,3707.82,Net Banking,Success
2169,2169,4455.16,UPI,Success
2170,2170,3613.55,Wallet,Failed
2171,2171,1481.6,Wallet,Failed
2172,2172,4614.19,Wallet,Success
2173,2173,1472.54,Credit Card,Failed
2174,2174,6633.33,UPI,Success
2175,2175,2258.55,Wallet,Failed
2176,2176,912.79,Net Banking,Success
2177,2177,3361.63,Net Banking,Success
2178,2178,7117.18,UPI,Failed
2179,2179,3584.15,Net Banking,Failed
2180,2180,4304.02,Net Banking,Failed
2181,2181,2930.2,Credit Card,Failed
2182,2182,2464.7,Net Banking,Failed
2183,2183,925.36,Net Banking,Success
2184,2184,5083.35,Wallet,Failed
2185,2185,1058.6,Net Banking,Failed
2186,2186,2909.33,Net Banking,Success
2187,2187,6357.57,Net Banking,Success
2188,2188,6391.79,Wallet,Failed
2189,2189,3652.74,Wallet,Success
2190,2190,1413.24,UPI,Success
2191,2191,5765.22,Net Banking,Failed
2192,2192,1133.7,Wallet,Failed
2193,2193,1362.1,UPI,Failed
2194,2194,4430.91,UPI,Failed
2195,2195,4668.51,UPI,Success
2196,2196,5072.11,Net Banking,Failed
2197,2197,2394.03,UPI,Success
2198,2198,6054.8,Wallet,Success
2199,2199,1006.82,Credit Card,Failed
2200,2200,2157.54,Wallet,Failed
2201,2201,2964.35,Net Banking,Failed
2202,2202,4449.93,Net Banking,Failed
2203,2203,282.79,Net Banking,Success
2204,2204,5373.66,Credit Card,Success
2205,2205,4117.77,UPI,Failed
2206,2206,3464.3,UPI,Success
2207,2207,4706.14,Wallet,Failed
2208,2208,4103.14,Credit Card,Success
2209,2209,4620.55,UPI,Success
2210,2210,5654.82,Wallet,Failed
2211,2211,2798.54,Credit Card,Failed
2212,2212,1777.39,Credit Card,Success
2213,2213,3472.34,UPI,Success
2214,2214,6923.49,Wallet,Success
2215,2215,1201.43,Wallet,Failed
2216,2216,266.41,Net Banking,Failed
2217,2217,2690.82,Wallet,Failed
2218,2218,4741.92,Credit Card,Success
2219,2219,1008.73,Credit Card,Failed
2220,2220,4692.89,Net Banking,Failed
2221,2221,2305.39,Net Banking,Success
2222,2222,10.29,Credit Card,Failed
2223,2223,1410.98,Credit Card,Failed
2224,2224,5518.03,Wallet,Success
2225,2225,4844.33,Net Banking,Success
2226,2226,4702.48,UPI,Failed
2227,2227,689.6,UPI,Success
2228,2228,4046.05,UPI,Success
2229,2229,4716.18,UPI,Failed
2230,2230,2013.69,Credit Card,Failed
2231,2231,2889.02,UPI,Success
2232,2232,336.22,Wallet,Failed
2233,2233,3490.4,UPI,Failed
2234,2234,1561.49,Net Banking,Failed
2235,2235,4726.02,Wallet,Success
2236,2236,996.67,Net Banking,Success
2237,2237,5006.6,Wallet,Success
2238,2238,8917.92,UPI,Failed
2239,2239,199.5,UPI,Failed
2240,2240,4128.84,Wallet,Failed
2241,2241,3684.05,Credit Card,Success
2242,2242,80.38,Wallet,Failed
2243,2243,3231.78,Net Banking,Success
2244,2244,1053.2,Credit Card,Success
2245,2245,5103.95,Wallet,Failed
2246,2246,5662.76,Net Banking,Success
2247,2247,109.94,UPI,Failed
2248,2248,3579.32,Wallet,Success
2249,2249,2127.46,Net Banking,Failed
2250,2250,3279.62,Wallet,Success
2251,2251,3598.46,Credit Card,Success
2252,2252,5757.55,Net Banking,Failed
2253,2253,2647.55,Net Banking,Failed
2254,2254,4169.64,Wallet,Success
2255,2255,2222.07,Wallet,Failed
2256,2256,3300.0,Wallet,Failed
2257,2257,4510.83,Wallet,Success
2258,2258,3588.19,UPI,Success
2259,2259,70.05,Credit Card,Failed
2260,2260,3131.2,Wallet,Failed
2261,2261,565.58,UPI,Failed
2262,2262,1713.36,Credit Card,Failed
2263,2263,3846.06,Credit Card,Success
2264,2264,668.46,UPI,Success
2265,2265,65.05,Net Banking,Failed
2266,2266,428.96,Wallet,Success
2267,2267,864.03,Wallet,Failed
2268,2268,3738.51,Credit Card,Success
2269,2269,1501.3,UPI,Success
2270,2270,5635.23,UPI,Failed
2271,2271,5914.67,Wallet,Failed
2272,2272,11846.25,Wallet,Success
2273,2273,3502.82,UPI,Success
2274,2274,6316.56,UPI,Failed
2275,2275,634.52,Net Banking,Success
2276,2276,1523.1,UPI,Failed
2277,2277,2861.64,Wallet,Success
2278,2278,5073.0,UPI,Failed
2279,2279,3803.46,Net Banking,Success
2280,2280,3381.81,UPI,Success
2281,2281,1948.38,UPI,Failed
2282,2282,3114.1,Wallet,Success
2283,2283,2452.98,Credit Card,Failed
2284,2284,6122.73,Wallet,Failed
2285,2285,2902.08,Net Banking,Failed
2286,2286,907.35,Credit Card,Success
2287,2287,148.46,Wallet,Success
2288,2288,2553.95,UPI,Success
2289,2289,2581.85,Net Banking,Success
2290,2290,922.42,Credit Card,Failed
2291,2291,477.54,Credit Card,Failed
2292,2292,2017.95,Credit Card,Failed
2293,2293,3481.06,Credit Card,Success
2294,2294,2901.12,Credit Card,Success
2295,2295,1836.65,UPI,Failed
2296,2296,4360.2,Credit Card,Failed
2297,2297,1785.03,UPI,Success
2298,2298,3083.09,Wallet,Success
2299,2299,200.63,Wallet,Success
2300,2300,4724.11,Net Banking,Success
2301,2301,3831.92,Credit Card,Failed
2302,2302,3057.26,Wallet,Success
2303,2303,4590.42,Wallet,Failed
2304,2304,2490.18,Net Banking,Success
2305,2305,5553.35,Credit Card,Success
2306,2306,1745.53,Wallet,Success
2307,2307,8377.05,UPI,Success
2308,2308,4450.84,Credit Card,Failed
2309,2309,2588.26,Net Banking,Success
2310,2310,2780.61,UPI,Failed
2311,2311,3651.73,Net Banking,Success
2312,2312,984.93,UPI,Failed
2313,2313,1680.9,Wallet,Failed
2314,2314,6949.18,Credit Card,Failed
2315,2315,41.37,Net Banking,Success
2316,2316,4862.48,UPI,Success
2317,2317,5819.2,Credit Card,Success
2318,2318,4003.57,Net Banking,Success
2319,2319,978.37,Net Banking,Failed
2320,2320,2368.28,Credit Card,Failed
2321,2321,2215.55,Credit Card,Success
2322,2322,2504.04,UPI,Failed
2323,2323,4557.56,Net Banking,Success
2324,2324,1557.78,UPI,Success
2325,2325,1733.31,Wallet,Success
2326,2326,3294.02,Credit Card,Failed
2327,2327,639.71,Wallet,Failed
2328,2328,3103.67,UPI,Failed
2329,2329,5144.46,Credit Card,Failed
2330,2330,588.18,Net Banking,Failed
2331,2331,5317.98,Net Banking,Success
2332,2332,1391.98,Credit Card,Success
2333,2333,4136.09,Credit Card,Failed
2334,2334,4393.47,UPI,Success
2335,2335,6943.92,Wallet,Failed
2336,2336,976.53,Credit Card,Failed
2337,2337,2263.87,Credit Card,Success
2338,2338,4136.6,Credit Card,Success
2339,2339,6098.58,Net Banking,Success
2340,2340,1875.16,Net Banking,Success
2341,2341,715.47,Wallet,Failed
2342,2342,2834.22,Wallet,Failed
2343,2343,470.75,UPI,Failed
2344,2344,1622.0,Wallet,Success
2345,2345,5228.9,Wallet,Success
2346,2346,5272.96,Net Banking,Failed
2347,2347,5557.3,Wallet,Success
2348,2348,2835.99,UPI,Failed
2349,2349,4645.59,Wallet,Success
2350,2350,1270.84,Wallet,Failed
2351,2351,621.63,Credit Card,Failed
2352,2352,5623.75,UPI,Success
2353,2353,2866.62,Credit Card,Failed
2354,2354,3614.44,Credit Card,Failed
2355,2355,3259.21,Net Banking,Failed
2356,2356,5166.06,Wallet,Success
2357,2357,4483.78,Wallet,Failed
2358,2358,1505.68,Wallet,Success
2359,2359,1721.33,Credit Card,Failed
2360,2360,1016.21,Net Banking,Failed
2361,2361,407.02,Wallet,Failed
2362,2362,6125.72,Wallet,Success
2363,2363,5642.37,UPI,Success
2364,2364,1437.04,Wallet,Failed
2365,2365,301.39,Credit Card,Failed
2366,2366,302.89,Net Banking,Success
2367,2367,2566.3,Wallet,Success
2368,2368,4855.92,Wallet,Success
2369,2369,3474.33,Wallet,Success
2370,2370,362.05,Net Banking,Failed
2371,2371,5349.44,Net Banking,Success
2372,2372,1436.48,Net Banking,Failed
2373,2373,2921.59,Credit Card,Failed
2374,2374,1618.97,Net Banking,Success
2375,2375,4066.1,Credit Card,Success
2376,2376,2060.62,UPI,Success
2377,2377,6075.29,UPI,Success
2378,2378,3484.86,Wallet,Failed
2379,2379,3935.09,Net Banking,Failed
2380,2380,2948.52,Wallet,Failed
2381,2381,1055.46,UPI,Success
2382,2382,3999.9,Net Banking,Failed
2383,2383,4545.12,Credit Card,Success
2384,2384,2487.25,Wallet,Success
2385,2385,3368.2,Net Banking,Success
2386,2386,3542.7,Credit Card,Failed
2387,2387,2055.77,UPI,Failed
2388,2388,887.91,Net Banking,Success
2389,2389,7575.5,Credit Card,Failed
2390,2390,6804.6,Credit Card,Success
2391,2391,4043.14,Wallet,Success
2392,2392,4465.29,Credit Card,Success
2393,2393,4564.87,Net Banking,Failed
2394,2394,7018.45,UPI,Failed
2395,2395,1469.08,UPI,Success
2396,2396,1414.52,Credit Card,Success
2397,2397,2320.9,Wallet,Failed
2398,2398,5852.84,Wallet,Failed
2399,2399,1242.12,Wallet,Success
2400,2400,4397.26,Credit Card,Success
2401,2401,3271.24,Credit Card,Success
2402,2402,3125.17,Net Banking,Failed
2403,2403,1038.54,Net Banking,Failed
2404,2404,5935.41,Credit Card,Success
2405,2405,3600.42,Net Banking,Success
2406,2406,204.87,UPI,Success
2407,2407,891.95,Net Banking,Failed
2408,2408,5638.39,UPI,Success
2409,2409,757.21,Wallet,Success
2410,2410,436.44,Net Banking,Failed
2411,2411,5871.96,Net Banking,Success
2412,2412,2513.09,UPI,Failed
2413,2413,771.51,Wallet,Failed
2414,2414,1294.69,Credit Card,Failed
2415,2415,2142.46,Credit Card,Success
2416,2416,7343.51,UPI,Success
2417,2417,5209.44,Net Banking,Failed
2418,2418,4165.94,Net Banking,Failed
2419,2419,3061.61,Credit Card,Success
2420,2420,4080.92,Wallet,Failed
2421,2421,4364.37,Credit Card,Failed
2422,2422,2887.68,Credit Card,Failed
2423,2423,5848.94,Wallet,Success
2424,2424,6492.58,Wallet,Failed
2425,2425,11308.67,Wallet,Failed
2426,2426,1569.84,UPI,Failed
2427,2427,6909.19,UPI,Failed
2428,2428,474.56,UPI,Failed
2429,2429,3512.07,UPI,Success
2430,2430,2390.63,Net Banking,Success
2431,2431,279.5,UPI,Failed
2432,2432,3103.3,Wallet,Success
2433,2433,5665.58,Wallet,Failed
2434,2434,1698.56,UPI,Failed
2435,2435,749.15,UPI,Failed
2436,2436,3284.54,Wallet,Success
2437,2437,3959.47,Credit Card,Failed
2438,2438,560.03,Net Banking,Failed
2439,2439,1835.88,Credit Card,Failed
2440,2440,4011.74,Wallet,Failed
2441,2441,969.81,Credit Card,Success
2442,2442,98.36,UPI,Failed
2443,2443,2935.89,Wallet,Success
2444,2444,704.46,Credit Card,Success
2445,2445,470.75,UPI,Failed
2446,2446,2195.92,Credit Card,Success
2447,2447,4860.27,Wallet,Failed
2448,2448,4095.42,Net Banking,Failed
2449,2449,5571.95,Wallet,Failed
2450,2450,4996.9,UPI,Failed
2451,2451,4156.88,Credit Card,Failed
2452,2452,1784.21,Credit Card,Failed
2453,2453,2019.89,Net Banking,Failed
2454,2454,3246.93,Net Banking,Success
2455,2455,1752.24,Net Banking,Failed
2456,2456,2509.08,Wallet,Success
2457,2457,61.88,Wallet,Success
2458,2458,2747.51,Wallet,Failed
2459,2459,4757.43,Wallet,Failed
2460,2460,4833.78,UPI,Success
2461,2461,5736.49,UPI,Failed
2462,2462,105.54,Credit Card,Success
2463,2463,3101.78,Credit Card,Failed
2464,2464,1570.64,UPI,Failed
2465,2465,2492.91,UPI,Failed
2466,2466,2199.54,Net Banking,Failed
2467,2467,5436.62,Credit Card,Failed
2468,2468,2452.62,Wallet,Failed
2469,2469,4009.23,Wallet,Success
2470,2470,3413.17,Credit Card,Failed
2471,2471,6988.6,Wallet,Failed
2472,2472,4278.88,Credit Card,Success
2473,2473,1448.79,Credit Card,Failed
2474,2474,1567.07,Credit Card,Success
2475,2475,673.9,Net Banking,Failed
2476,2476,1227.75,UPI,Failed
2477,2477,2254.56,Wallet,Failed
2478,2478,7277.83,Credit Card,Failed
2479,2479,1374.72,Credit Card,Failed
2480,2480,2444.07,UPI,Failed
2481,2481,4078.46,Wallet,Failed
2482,2482,2974.8,Credit Card,Success
2483,2483,2033.05,Net Banking,Success
2484,2484,2652.1,UPI,Failed
2485,2485,1398.73,Wallet,Failed
2486,2486,6748.74,UPI,Failed
2487,2487,2401.54,Wallet,Success
2488,2488,4131.04,Wallet,Success
2489,2489,5706.69,Credit Card,Failed
2490,2490,3603.45,Wallet,Success
2491,2491,1967.04,Wallet,Success
2492,2492,912.61,Net Banking,Success
2493,2493,3352.8,UPI,Failed
2494,2494,1448.02,Net Banking,Success
2495,2495,1975.32,Wallet,Success
2496,2496,2303.83,Wallet,Failed
2497,2497,371.62,Net Banking,Failed
2498,2498,4940.64,Wallet,Failed
2499,2499,1059.14,UPI,Success
2500,2500,2266.93,Credit Card,Failed
2501,2501,6840.63,Credit Card,Success
2502,2502,199.5,Credit Card,Failed
2503,2503,2942.63,Wallet,Failed
2504,2504,4890.47,Wallet,Failed
2505,2505,6317.34,Net Banking,Failed
2506,2506,5413.6,Wallet,Success
2507,2507,4732.74,Net Banking,Success
2508,2508,1775.85,UPI,Success
2509,2509,1419.63,Wallet,Success
2510,2510,5117.95,UPI,Failed
2511,2511,2730.96,UPI,Success
2512,2512,775.24,Wallet,Failed
2513,2513,549.16,Credit Card,Failed
2514,2514,612.06,UPI,Success
2515,2515,226.54,UPI,Success
2516,2516,2922.93,Credit Card,Failed
